Status-ID,Kategorie,Linie,Fahrtnummer,"Abfahrtsstation Name","Abfahrtsstation Koordinaten","Abfahrt geplant","Abfahrt real","Zielstation Name","Zielstation Koordinaten","Ankunft geplant","Ankunft real",Reisezeit,Distanz,Punkte,Status-Nachricht,Fahrtzweck,Betreiber
4091443,bus,"Bus 11",1537,"Drägerpark, Lübeck","53.871248,10.711276",2024-12-30T21:36:00+00:00,2024-12-30T21:37:00+00:00,"ZOB/Hauptbahnhof, Lübeck","53.86598,10.670789",2024-12-30T21:51:00+00:00,2024-12-30T21:52:00+00:00,15,4103,3,,PRIVATE,
4091667,regional,"RE 8",11439,"Lübeck Hbf","53.86767,10.669737",2024-12-30T22:00:00+00:00,2024-12-30T22:00:00+00:00,"Hamburg Hbf","53.553533,10.00636",2024-12-30T22:53:00+00:00,2024-12-30T22:53:00+00:00,49,62687,13,,PRIVATE,"DB Regio Nord"
4091669,subway,"U 1",6587,"Hamburg Hbf","53.553533,10.00636",2024-12-30T22:56:00+00:00,2024-12-30T22:57:00+00:00,"Kellinghusenstraße, Hamburg","53.588968,9.991151",2024-12-30T23:08:00+00:00,2024-12-30T23:08:00+00:00,11,5616,3,,PRIVATE,
4091696,subway,"U 3",19742,"Kellinghusenstraße, Hamburg","53.588968,9.991151",2024-12-30T23:08:00+00:00,2024-12-30T23:08:00+00:00,"Borgweg (Stadtpark), Hamburg","53.590766,10.014603",2024-12-30T23:11:00+00:00,2024-12-30T23:11:00+00:00,3,1568,3,,PRIVATE,
4093881,subway,"U 3",15825,"Borgweg (Stadtpark), Hamburg","53.590766,10.014603",2024-12-31T12:11:00+00:00,2024-12-31T12:11:00+00:00,"Kellinghusenstraße, Hamburg","53.588968,9.991151",2024-12-31T12:14:00+00:00,2024-12-31T12:14:00+00:00,3,1568,3,,PRIVATE,
4093888,subway,"U 1",3239,"Kellinghusenstraße, Hamburg","53.588968,9.991151",2024-12-31T12:14:00+00:00,2024-12-31T12:14:00+00:00,"Hamburg Hbf","53.553533,10.00636",2024-12-31T12:27:00+00:00,2024-12-31T12:27:00+00:00,13,5616,3,,PRIVATE,
4094866,nationalExpress,"ICE 709",709,"Hamburg Hbf","53.553533,10.00636",2024-12-31T12:36:00+00:00,2024-12-31T12:37:00+00:00,"Berlin Hbf","52.3928,13.036498",2024-12-31T14:22:00+00:00,2024-12-31T14:22:00+00:00,105,287464,39,"Schön war's, bis zum nächsten Congress 👋🏼",PRIVATE,"DB Fernverkehr"
4095326,regional,"RE 1",73779,"Berlin Hbf","52.524924,13.369629",2024-12-31T14:41:00+00:00,2024-12-31T14:41:00+00:00,"Potsdam Hbf","52.391551,13.066711",2024-12-31T15:05:00+00:00,2024-12-31T15:06:00+00:00,25,28621,9,,PRIVATE,"Ostdeutsche Eisenbahn GmbH"
4095455,bus,"Bus 694",708,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2024-12-31T15:20:00+00:00,2024-12-31T15:21:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2024-12-31T15:35:00+00:00,2024-12-31T15:36:00+00:00,15,3233,3,,PRIVATE,
4110878,tram,"STR 96",2171,"Magnus-Zeller-Platz, Potsdam","52.375308,13.091153",2025-01-02T22:21:00+00:00,2025-01-02T22:21:00+00:00,"Johannes-Kepler-Platz, Potsdam","52.375505,13.128224",2025-01-02T22:27:00+00:00,2025-01-02T22:27:00+00:00,6,2577,3,,PRIVATE,
4110882,bus,"Bus 694",2272,"Johannes-Kepler-Platz, Potsdam","52.375505,13.128224",2025-01-02T22:30:00+00:00,2025-01-02T22:30:00+00:00,"Griebnitzsee Bahnhof (S), Potsdam","52.39387,13.128746",2025-01-02T22:41:00+00:00,2025-01-02T22:42:00+00:00,12,3974,3,"Du weißt es ist Spätverkehr wenn du den Bus auf dem gesamten Linienweg befährst",PRIVATE,
4110885,tram,"STR 99",2461,"Plantagenstr., Potsdam","52.392396,13.103279",2025-01-02T18:14:00+00:00,2025-01-02T18:14:00+00:00,"Rathaus Babelsberg, Potsdam","52.392189,13.091144",2025-01-02T18:17:00+00:00,2025-01-02T18:17:00+00:00,3,845,1,,PRIVATE,
4110886,suburban,"S 7",7126,Potsdam-Babelsberg,"52.391353,13.093049",2025-01-02T18:20:00+00:00,2025-01-02T18:21:00+00:00,"Potsdam Hbf (S)","52.391713,13.067727",2025-01-02T18:22:00+00:00,2025-01-02T18:22:00+00:00,1,1734,1,,PRIVATE,"S-Bahn Berlin GmbH"
4110888,tram,"STR 96",2168,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2025-01-02T19:25:00+00:00,2025-01-02T19:25:00+00:00,"Magnus-Zeller-Platz, Potsdam","52.375308,13.091153",2025-01-02T19:31:00+00:00,2025-01-02T19:31:00+00:00,6,2516,1,,PRIVATE,
4110914,suburban,"S 7",7152,"Potsdam Griebnitzsee (S)","52.394392,13.128638",2025-01-02T22:37:00+00:00,2025-01-02T22:43:00+00:00,Potsdam-Babelsberg,"52.391353,13.093049",2025-01-02T22:40:00+00:00,2025-01-02T22:46:00+00:00,3,2471,4,,PRIVATE,"S-Bahn Berlin GmbH"
4116431,tram,"STR 99",2428,"Plantagenstr., Potsdam","52.392396,13.103279",2025-01-03T16:34:00+00:00,2025-01-03T16:34:00+00:00,"Babelsberg (S)/Wattstr., Potsdam","52.391623,13.094335",2025-01-03T16:36:00+00:00,2025-01-03T16:36:00+00:00,2,614,3,,PRIVATE,
4116525,suburban,"S 7",7116,Potsdam-Babelsberg,"52.391353,13.093049",2025-01-03T16:40:00+00:00,2025-01-03T16:44:00+00:00,"Potsdam Hbf (S)","52.391713,13.067727",2025-01-03T16:42:00+00:00,2025-01-03T16:46:00+00:00,2,1734,4,,PRIVATE,"S-Bahn Berlin GmbH"
4116937,suburban,"S 7",7595,"Potsdam Hbf (S)","52.391713,13.067727",2025-01-03T17:31:00+00:00,2025-01-03T17:33:00+00:00,Potsdam-Babelsberg,"52.391353,13.093049",2025-01-03T17:34:00+00:00,2025-01-03T17:35:00+00:00,2,1734,4,,PRIVATE,"S-Bahn Berlin GmbH"
4116987,tram,"STR 99",2343,"Babelsberg (S)/Wattstr., Potsdam","52.391623,13.094335",2025-01-03T17:37:00+00:00,2025-01-03T17:38:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2025-01-03T17:39:00+00:00,2025-01-03T17:40:00+00:00,2,614,3,,PRIVATE,
4133148,bus,"Bus 616",1979,"Plantagenstr., Potsdam","52.392396,13.103279",2025-01-06T08:25:00+00:00,2025-01-06T08:25:00+00:00,"Griebnitzsee Bahnhof (S), Potsdam","52.39387,13.128746",2025-01-06T08:30:00+00:00,2025-01-06T08:30:00+00:00,5,1799,3,"Alles kaputt heute 😵‍💫",PRIVATE,
4133153,suburban,"S 7",7068,"Potsdam Griebnitzsee (S)","52.394392,13.128638",2025-01-06T08:37:00+00:00,2025-01-06T08:40:00+00:00,"Potsdam Hbf (S)","52.391713,13.067727",2025-01-06T08:42:00+00:00,2025-01-06T08:46:00+00:00,6,4201,4,,PRIVATE,"S-Bahn Berlin GmbH"
4133212,regional,"RE 1",73764,"Potsdam Hbf","52.391551,13.066711",2025-01-06T08:50:00+00:00,2025-01-06T08:53:00+00:00,"Berlin Hbf","52.524924,13.369629",2025-01-06T09:12:00+00:00,2025-01-06T09:15:00+00:00,22,28610,9,"Uff war das ein Krimi",PRIVATE,"Ostdeutsche Eisenbahn GmbH"
4133493,nationalExpress,"ICE 804",804,"Berlin Hbf","52.3928,13.036498",2025-01-06T09:36:00+00:00,2025-01-06T09:37:00+00:00,"Hamburg Hbf","53.553533,10.00636",2025-01-06T11:22:00+00:00,2025-01-06T11:24:00+00:00,107,287538,39,"Long time no see",PRIVATE,"DB Fernverkehr"
4134381,national,"EC 394",394,"Hamburg Hbf","53.553533,10.00636",2025-01-06T11:53:00+00:00,2025-01-06T11:53:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2025-01-06T16:38:00+00:00,2025-01-06T16:48:00+00:00,295,501256,59,,PRIVATE,"DB Fernverkehr"
4137412,suburban,"S C",33256,"Kopenhagen Hbf","55.672722,12.564618",2025-01-06T17:48:00+00:00,2025-01-06T17:48:00+00:00,"Dybboelsbro st","55.665144,12.559611",2025-01-06T17:50:00+00:00,2025-01-06T17:50:00+00:00,2,899,4,,PRIVATE,"DSB S-tog"
4137772,suburban,"S H",51558,"Dybboelsbro st","55.665144,12.559611",2025-01-06T18:35:00+00:00,2025-01-06T18:35:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2025-01-06T18:39:00+00:00,2025-01-06T18:39:00+00:00,4,899,4,,PRIVATE,"DSB S-tog"
4137918,regional,"R 1124",1124,"Kopenhagen Hbf","55.672722,12.564618",2025-01-06T18:44:00+00:00,2025-01-06T18:44:00+00:00,"Karlskrona Central","56.166319,15.585255",2025-01-06T22:12:00+00:00,2025-01-06T22:12:00+00:00,190,246552,31,"geplanter Zug ausgefallen, Takt später hat Verspätung 🙄",PRIVATE,"Skånetrafiken Öresundståg"
4141234,regional,"R 1085",1085,"Karlskrona Central","56.166319,15.585255",2025-01-07T10:47:00+00:00,2025-01-07T10:47:00+00:00,"Hässleholm Central","56.158517,13.763923",2025-01-07T12:43:00+00:00,2025-01-07T12:43:00+00:00,116,130515,20,Ausflug!,PRIVATE,"Skånetrafiken Öresundståg"
4142046,regional,"R 1064",1064,"Hässleholm Central","56.158517,13.763923",2025-01-07T12:52:00+00:00,2025-01-07T12:52:00+00:00,"Älmhult station","56.550995,14.137263",2025-01-07T13:15:00+00:00,2025-01-07T13:15:00+00:00,23,50840,12,"Mein dritter Besuch im IKEA-Museum 🫣",PRIVATE,"Skånetrafiken Öresundståg"
4144625,regional,"R 17568",17568,"Älmhult station","56.550995,14.137263",2025-01-07T16:56:00+00:00,2025-01-07T16:56:00+00:00,"Växjö station","56.87689,14.806807",2025-01-07T17:37:00+00:00,2025-01-07T17:37:00+00:00,41,62542,13,,PRIVATE,
4145065,regional,"R 339",339,"Växjö station","56.87689,14.806807",2025-01-07T17:50:00+00:00,2025-01-07T17:50:00+00:00,"Emmaboda station","56.629848,15.534933",2025-01-07T18:28:00+00:00,2025-01-07T18:28:00+00:00,38,56123,12,,PRIVATE,SJ
4154139,national,"EC 397",397,"Kopenhagen Hbf","55.672722,12.564618",2025-01-10T13:22:00+00:00,2025-01-10T13:22:00+00:00,"Odense st","55.401778,10.386002",2025-01-10T14:32:00+00:00,2025-01-10T14:32:00+00:00,70,144094,23,"@gritzekatze und @monsterashark noch ein Stück begleitet",PRIVATE,
4154958,nationalExpress,"ICL 46",46,"Odense st","55.401778,10.386002",2025-01-10T14:57:00+00:00,2025-01-10T14:57:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2025-01-10T16:06:00+00:00,2025-01-10T16:06:00+00:00,69,140505,25,"Gumminase 🥰",PRIVATE,
4155119,regional,"R 1075",1075,"Malmö Central","55.609231,13.00126",2025-01-10T12:20:00+00:00,2025-01-10T12:20:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2025-01-10T12:57:00+00:00,2025-01-10T12:57:00+00:00,37,28328,0,"Gumminase vorher war kaputt :(",PRIVATE,Skånetrafiken
4155975,suburban,"S C",0,"Kopenhagen Hbf","55.672722,12.564618",2025-01-10T17:06:00+00:00,2025-01-10T17:06:00+00:00,"Carlsberg St.","55.663256,12.537345",2025-01-10T17:10:00+00:00,2025-01-10T17:10:00+00:00,4,2314,4,,PRIVATE,
4156379,suburban,"S B",0,"Carlsberg St.","55.663256,12.537345",2025-01-10T18:11:00+00:00,2025-01-10T18:11:00+00:00,"Oesterport st","55.692705,12.587613",2025-01-10T18:22:00+00:00,2025-01-10T18:22:00+00:00,11,5156,4,,PRIVATE,
4156557,regional,"R 1124",1124,"Oesterport st","55.692705,12.587613",2025-01-10T18:35:00+00:00,2025-01-10T18:35:00+00:00,"Karlskrona Central","56.166319,15.585255",2025-01-10T22:12:00+00:00,2025-01-10T22:12:00+00:00,211,249097,31,"Gefühlt gibt's in letzter Zeit nur noch verspätete Bereitstellung bei Öresundstågen",PRIVATE,
4220071,regional,"R 8632",8632,"Bergaasa station","56.182338,15.60086",2025-01-20T09:45:00+00:00,2025-01-20T09:45:00+00:00,"Emmaboda station","56.629848,15.534933",2025-01-20T10:25:00+00:00,2025-01-20T10:25:00+00:00,40,50929,12,,PRIVATE,
4220287,regional,"R 1081",1081,"Emmaboda station","56.629848,15.534933",2025-01-20T10:31:00+00:00,2025-01-20T10:31:00+00:00,"Alvesta station","56.898482,14.55688",2025-01-20T11:20:00+00:00,2025-01-20T11:20:00+00:00,49,73838,14,,PRIVATE,
4222075,nationalExpress,"X2 534",534,"Alvesta station","56.898482,14.55688",2025-01-20T11:29:00+00:00,2025-01-20T11:29:00+00:00,"Stockholm Central","59.33001,18.05763",2025-01-20T14:31:00+00:00,2025-01-20T14:31:00+00:00,182,339964,0,"Modernisiert 🥰",PRIVATE,
4249559,national,"EC 399",399,"Kopenhagen Hbf","55.672722,12.564618",2025-01-24T15:22:00+00:00,2025-01-24T15:24:00+00:00,"Hamburg Hbf","53.553533,10.00636",2025-01-24T20:08:00+00:00,2025-01-24T20:08:00+00:00,303,501253,59,"Auslandssemester vorbei :(",PRIVATE,
4249780,regional,"R 1085",1085,"Karlskrona Central","56.166319,15.585255",2025-01-24T10:47:00+00:00,2025-01-24T10:47:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2025-01-24T14:09:00+00:00,2025-01-24T14:09:00+00:00,238,196253,0,"Öresundbrücke heute nur mit 40 km/h befahrbar 🙃",PRIVATE,
4249798,nationalExpress,"X2 541",541,"Stockholm Central","59.33001,18.05763",2025-01-22T15:17:00+00:00,2025-01-22T15:17:00+00:00,"Alvesta station","56.898482,14.55688",2025-01-22T18:31:00+00:00,2025-01-22T18:31:00+00:00,194,339964,0,,PRIVATE,
4249814,regional,"R 1104",1104,"Alvesta station","56.898482,14.55688",2025-01-22T18:40:00+00:00,2025-01-22T18:40:00+00:00,"Emmaboda station","56.629848,15.534933",2025-01-22T19:28:00+00:00,2025-01-22T19:28:00+00:00,48,73838,0,,PRIVATE,
4249834,regional,"R 8669",8669,"Emmaboda station","56.629848,15.534933",2025-01-22T19:34:00+00:00,2025-01-22T19:34:00+00:00,"Karlskrona Central","56.166319,15.585255",2025-01-22T20:16:00+00:00,2025-01-22T20:16:00+00:00,42,56597,0,,PRIVATE,
4251444,nationalExpress,"ICE 805",805,"Hamburg Hbf","53.553533,10.00636",2025-01-24T20:51:00+00:00,2025-01-24T20:51:00+00:00,"Berlin Hbf","52.524924,13.369629",2025-01-25T00:27:00+00:00,2025-01-25T00:27:00+00:00,216,421753,53,"InfraGO hat ne spontane Baustelle gefunden und wir brauchen jetzt 3:36 nach Berlin 😭😭😭 | es geht einfach über fucking BREMEN ☠️",PRIVATE,
4251910,regional,"RE 1",73753,"Berlin Hbf","52.524924,13.369629",2025-01-25T00:59:00+00:00,2025-01-25T01:04:00+00:00,"Potsdam Hbf","52.391551,13.066711",2025-01-25T01:24:00+00:00,2025-01-25T01:24:00+00:00,20,28605,9,"Ich will ins Bett 😭",PRIVATE,
4251920,bus,"Bus N17",0,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2025-01-25T01:34:00+00:00,2025-01-25T01:37:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2025-01-25T01:43:00+00:00,2025-01-25T01:46:00+00:00,9,3256,3,,PRIVATE,
4260811,bus,"Bus 690",758,"Am Findling/Willi-Frohwein-Platz, Potsdam","52.387236,13.102497",2025-01-26T13:27:00+00:00,2025-01-26T13:28:00+00:00,"Medienstadt Babelsberg Bahnhof, Potsdam","52.383326,13.121842",2025-01-26T13:31:00+00:00,2025-01-26T13:33:00+00:00,5,1384,3,,PRIVATE,
4260982,regional,"RE 7",3725,Potsdam-Drewitz-,"52.382436,13.121941",2025-01-26T13:39:00+00:00,2025-01-26T13:40:00+00:00,"Dessau Hbf","51.839964,12.23493",2025-01-26T14:53:00+00:00,2025-01-26T14:53:00+00:00,73,94555,16,,PRIVATE,
4261582,regional,"RE 13",16121,"Dessau Hbf","51.839964,12.23493",2025-01-26T15:12:00+00:00,2025-01-26T15:14:00+00:00,"Leipzig Hbf","51.345081,12.381167",2025-01-26T15:56:00+00:00,2025-01-26T15:56:00+00:00,42,59943,12,,PRIVATE,
4262733,suburban,"S 6",37654,"Leipzig Markt","51.340514,12.374604",2025-01-26T17:35:00+00:00,2025-01-26T17:38:00+00:00,"Leipzig Hbf (tief)","51.345216,12.379836",2025-01-26T17:36:00+00:00,2025-01-26T17:39:00+00:00,1,648,4,,PRIVATE,
4263718,tram,"STR 3",3,"Waldplatz, Leipzig","51.341764,12.35677",2025-01-26T21:30:00+00:00,2025-01-26T21:31:00+00:00,"Leipzig Hbf","51.345081,12.381167",2025-01-26T21:37:00+00:00,2025-01-26T21:38:00+00:00,7,1700,3,,PRIVATE,
4263847,nationalExpress,"ICE 592",592,"Leipzig Hbf","51.345081,12.381167",2025-01-26T22:16:00+00:00,2025-01-26T22:21:00+00:00,"Berlin Hbf","52.3928,13.036498",2025-01-26T23:36:00+00:00,2025-01-26T23:36:00+00:00,75,170551,28,"RTO Konzert war mal wieder mega 🥰 und dank Signalstörung ne Stunde früher heimfahren als gebucht 🥳",PRIVATE,
4263937,suburban,"S 7",7162,"Berlin Hbf","52.524924,13.369629",2025-01-26T23:47:00+00:00,2025-01-26T23:47:00+00:00,Potsdam-Babelsberg,"52.391353,13.093049",2025-01-27T00:20:00+00:00,2025-01-27T00:20:00+00:00,33,26327,6,"BWS hat heute Nacht keinen Fdl, deshalb Ausfall RE1 und S-Bahn gurken 🫠",PRIVATE,
4274352,tram,"STR 94",2349,"Plantagenstr., Potsdam","52.392396,13.103279",2025-01-28T15:24:00+00:00,2025-01-28T15:24:00+00:00,"Babelsberg (S)/Wattstr., Potsdam","52.391623,13.094335",2025-01-28T15:26:00+00:00,2025-01-28T15:26:00+00:00,2,614,3,,PRIVATE,
4274354,suburban,"S 7",7576,Potsdam-Babelsberg,"52.391353,13.093049",2025-01-28T15:30:00+00:00,2025-01-28T15:31:00+00:00,"Potsdam Hbf (S)","52.391713,13.067727",2025-01-28T15:32:00+00:00,2025-01-28T15:32:00+00:00,1,1730,4,,PRIVATE,
4274526,tram,"STR 92",2036,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2025-01-28T15:47:00+00:00,2025-01-28T15:48:00+00:00,"Platz der Einheit/West, Potsdam","52.398832,13.057928",2025-01-28T15:52:00+00:00,2025-01-28T15:53:00+00:00,5,1139,3,,PRIVATE,
4275175,national,"IC 2431",2431,"Potsdam Hbf","52.391551,13.066711",2025-01-28T17:01:00+00:00,2025-01-28T17:02:00+00:00,Ostkreuz,"52.503037,13.469105",2025-01-28T17:44:00+00:00,2025-01-28T17:44:00+00:00,42,36596,12,"NV-Freigabe ftw",PRIVATE,
4275554,suburban,"S 85",85593,"Berlin Ostkreuz","52.503305,13.468861",2025-01-28T17:58:00+00:00,2025-01-28T17:58:00+00:00,Baumschulenweg,"52.467244,13.490097",2025-01-28T18:05:00+00:00,2025-01-28T18:05:00+00:00,7,4700,4,,PRIVATE,
4275596,suburban,"S 46",46105,Baumschulenweg,"52.467244,13.490097",2025-01-28T18:08:00+00:00,2025-01-28T18:08:00+00:00,Berlin-Adlershof,"52.434816,13.541386",2025-01-28T18:15:00+00:00,2025-01-28T18:15:00+00:00,7,5409,4,,PRIVATE,
4276203,suburban,"S 46",46820,Berlin-Adlershof,"52.434816,13.541386",2025-01-28T20:22:00+00:00,2025-01-28T20:23:00+00:00,"Berlin Westkreuz","52.500734,13.283962",2025-01-28T20:55:00+00:00,2025-01-28T20:55:00+00:00,32,21452,6,,PRIVATE,
4276267,suburban,"S 7",7144,"Berlin Westkreuz","52.500734,13.283962",2025-01-28T21:00:00+00:00,2025-01-28T21:00:00+00:00,"Potsdam Griebnitzsee (S)","52.394392,13.128638",2025-01-28T21:17:00+00:00,2025-01-28T21:17:00+00:00,17,16744,5,,PRIVATE,
4276338,bus,"Bus 616",1639,"Griebnitzsee Bahnhof (S), Potsdam","52.39387,13.128746",2025-01-28T21:23:00+00:00,2025-01-28T21:23:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2025-01-28T21:27:00+00:00,2025-01-28T21:27:00+00:00,4,1799,3,,PRIVATE,
4282118,tram,"STR 99",2139,"Plantagenstr., Potsdam","52.392396,13.103279",2025-01-29T17:34:00+00:00,2025-01-29T17:34:00+00:00,"Schiffbauergasse/Uferweg, Potsdam","52.401565,13.071808",2025-01-29T17:41:00+00:00,2025-01-29T17:41:00+00:00,7,2600,3,,PRIVATE,
4282450,tram,"STR 93",1668,"Schiffbauergasse/Berliner Str., Potsdam","52.405296,13.072922",2025-01-29T18:29:00+00:00,2025-01-29T18:30:00+00:00,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2025-01-29T18:39:00+00:00,2025-01-29T18:40:00+00:00,10,2528,3,,PRIVATE,
4283028,tram,"STR 99",2120,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2025-01-29T21:14:00+00:00,2025-01-29T21:14:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2025-01-29T21:27:00+00:00,2025-01-29T21:28:00+00:00,14,4879,3,,PRIVATE,
4285085,bus,"Bus 690",642,"Am Findling/Willi-Frohwein-Platz, Potsdam","52.387236,13.102497",2025-01-30T09:07:00+00:00,2025-01-30T09:07:00+00:00,"Medienstadt Babelsberg Bahnhof, Potsdam","52.383326,13.121842",2025-01-30T09:11:00+00:00,2025-01-30T09:11:00+00:00,4,1384,3,,PRIVATE,
4285135,regional,"RE 7",3714,Potsdam-Drewitz-,"52.382436,13.121941",2025-01-30T09:20:00+00:00,2025-01-30T09:20:00+00:00,"Berlin Zoologischer Garten","52.507242,13.332414",2025-01-30T09:39:00+00:00,2025-01-30T09:39:00+00:00,19,21980,9,"S-Bahn mal wieder big time kaputt 🙄",PRIVATE,
4286776,bus,"Bus 249",84228,"Lietzenburger Str./Uhlandstr., Berlin","52.500033,13.325268",2025-01-30T13:37:00+00:00,2025-01-30T13:39:00+00:00,"Berlin Zoologischer Garten","52.507242,13.332414",2025-01-30T13:44:00+00:00,2025-01-30T13:46:00+00:00,7,1102,3,"Darf jetzt auch S-Bahn Berlin erheben ✔️",PRIVATE,
4286882,suburban,"S 7",7102,"Berlin Zoologischer Garten","52.507242,13.332414",2025-01-30T13:53:00+00:00,2025-01-30T13:55:00+00:00,"Berlin Charlottenburg (S)","52.504348,13.301338",2025-01-30T13:57:00+00:00,2025-01-30T13:58:00+00:00,3,2206,4,,PRIVATE,
4287293,suburban,"S 7",7106,"Berlin Charlottenburg (S)","52.504348,13.301338",2025-01-30T14:37:00+00:00,2025-01-30T14:41:00+00:00,"Potsdam Griebnitzsee (S)","52.394392,13.128638",2025-01-30T14:57:00+00:00,2025-01-30T15:00:00+00:00,19,17996,5,,PRIVATE,
4287847,bus,"Bus 616",2709,"Griebnitzsee Bahnhof (S), Potsdam","52.39387,13.128746",2025-01-30T15:34:00+00:00,2025-01-30T15:35:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2025-01-30T15:38:00+00:00,2025-01-30T15:39:00+00:00,4,1799,3,,PRIVATE,
4288242,bus,"Bus 690",1194,"Rathaus Babelsberg, Potsdam","52.392189,13.091144",2025-01-30T16:20:00+00:00,2025-01-30T16:21:00+00:00,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2025-01-30T16:25:00+00:00,2025-01-30T16:26:00+00:00,5,1805,3,"Boah ey heute kann man hier wirklich alles an Öffis in die Tonne kloppen",PRIVATE,
4288646,tram,"STR 92",1457,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2025-01-30T17:07:00+00:00,2025-01-30T17:08:00+00:00,"Magnus-Zeller-Platz, Potsdam","52.375308,13.091153",2025-01-30T17:13:00+00:00,2025-01-30T17:15:00+00:00,7,2516,3,,PRIVATE,
4290021,bus,"Bus 694",1679,"Magnus-Zeller-Platz, Potsdam","52.375308,13.091153",2025-01-30T22:13:00+00:00,2025-01-30T22:13:00+00:00,"Rathaus Babelsberg, Potsdam","52.392189,13.091144",2025-01-30T22:23:00+00:00,2025-01-30T22:23:00+00:00,10,2022,3,,PRIVATE,
4290052,tram,"STR 99",2106,"Rathaus Babelsberg, Potsdam","52.392189,13.091144",2025-01-30T22:25:00+00:00,2025-01-30T22:26:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2025-01-30T22:27:00+00:00,2025-01-30T22:29:00+00:00,3,845,3,,PRIVATE,
4292135,bus,"Bus 694",558,"Plantagenstr., Potsdam","52.392396,13.103279",2025-01-31T09:55:00+00:00,2025-01-31T09:56:00+00:00,"Griebnitzsee Bahnhof (S), Potsdam","52.39387,13.128746",2025-01-31T10:02:00+00:00,2025-01-31T10:03:00+00:00,7,1779,3,,PRIVATE,
4292249,suburban,"S 7",7085,"Potsdam Griebnitzsee (S)","52.394392,13.128638",2025-01-31T10:07:00+00:00,2025-01-31T10:07:00+00:00,"Berlin Hbf","52.524924,13.369629",2025-01-31T10:38:00+00:00,2025-01-31T10:38:00+00:00,31,23849,6,"Wenn man hier ICE-Umleiter sieht weiß man dass es gleich lustig wird",PRIVATE,
4292546,nationalExpress,"ICE 9590",9590,"Berlin Hbf","52.524924,13.369629",2025-01-31T10:54:00+00:00,2025-01-31T10:55:00+00:00,Frankfurt(Main)Hbf,"50.106817,8.663003",2025-01-31T15:10:00+00:00,2025-01-31T15:10:00+00:00,255,592261,70,"Mein erstes Mal BR 407 👀",PRIVATE,
4295360,regional,"RE 60",4673,Frankfurt(Main)Hbf,"50.106817,8.663003",2025-01-31T15:34:00+00:00,2025-01-31T15:44:00+00:00,"Mannheim Hbf","49.479181,8.469268",2025-01-31T16:45:00+00:00,2025-01-31T16:50:00+00:00,81,88650,15,"Information zu Julian 26 nach Süden: heute mit Halt in Mannheim Hbf, heute ohne Halt in Mainz Hbf. Grund dafür ist die Reperatur an der Kompetenz der CoffeeFellows-Mitarbeitenden.",PRIVATE,
27092723,21242,3897
