Status-ID,Kategorie,Linie,Fahrtnummer,"Abfahrtsstation Name","Abfahrtsstation Koordinaten","Abfahrt geplant","Abfahrt real","Zielstation Name","Zielstation Koordinaten","Ankunft geplant","Ankunft real",Reisezeit,Distanz,Punkte,Status-Nachricht,Fahrtzweck,Betreiber
3111428,tram,"STR 99",3396,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-01T15:54:00+00:00,2024-08-01T15:56:00+00:00,"Babelsberg (S)/Wattstr., Potsdam","52.391623,13.094335",2024-08-01T15:56:00+00:00,2024-08-01T15:58:00+00:00,2,614,3,,PRIVATE,
3111429,suburban,"S 7",73118,Potsdam-Babelsberg,"52.391353,13.093049",2024-08-01T16:00:00+00:00,2024-08-01T16:01:00+00:00,"Potsdam Hbf (S)","52.391713,13.067727",2024-08-01T16:02:00+00:00,2024-08-01T16:02:00+00:00,1,1734,4,,PRIVATE,"S-Bahn Berlin GmbH"
3111507,national,"IC 2431",2431,"Potsdam Hbf","52.391551,13.066711",2024-08-01T16:02:00+00:00,2024-08-01T16:09:00+00:00,"Berlin Hbf","52.524924,13.369629",2024-08-01T16:26:00+00:00,2024-08-01T16:26:00+00:00,17,28607,11,"NV-Freigabe ftw",PRIVATE,"DB Fernverkehr"
3111750,subway,"U 5",15276,"Berlin Hbf","52.524924,13.369629",2024-08-01T16:38:00+00:00,2024-08-01T16:38:00+00:00,"Unter den Linden (U), Berlin","52.517041,13.38883",2024-08-01T16:42:00+00:00,2024-08-01T16:42:00+00:00,7,1937,3,"Nach einem Notarzteinsatz ist der Zugverkehr derzeit unregelmäßig",PRIVATE,
3111792,subway,"U 6",16685,"Unter den Linden (U), Berlin","52.517041,13.38883",2024-08-01T16:53:00+00:00,2024-08-01T16:53:00+00:00,"Hallesches Tor (U), Berlin","52.497732,13.391204",2024-08-01T16:57:00+00:00,2024-08-01T16:57:00+00:00,4,2156,3,,PRIVATE,
3112783,suburban,"S 7",7149,"Berlin Warschauer Straße","52.505948,13.45224",2024-08-01T20:42:00+00:00,2024-08-01T20:42:00+00:00,"Berlin Ostkreuz","52.503305,13.468861",2024-08-01T20:43:00+00:00,2024-08-01T20:44:00+00:00,2,1165,4,,PRIVATE,"S-Bahn Berlin GmbH"
3112784,suburban,"S 42",42235,"Berlin Ostkreuz","52.503305,13.468861",2024-08-01T20:46:00+00:00,2024-08-01T20:46:00+00:00,"Berlin Westkreuz","52.500734,13.283962",2024-08-01T21:17:00+00:00,2024-08-01T21:17:00+00:00,31,20280,6,"Mit Ring nach Hause weil der nächste RE1 erst in 2 Stunden kommt 🙄",PRIVATE,"S-Bahn Berlin GmbH"
3112785,subway,"U 1",11804,"Hallesches Tor (U), Berlin","52.497732,13.391204",2024-08-01T19:31:00+00:00,2024-08-01T19:31:00+00:00,"Schlesisches Tor (U), Berlin","52.500869,13.441579",2024-08-01T19:38:00+00:00,2024-08-01T19:38:00+00:00,7,3761,1,,PRIVATE,
3112848,suburban,"S 7",73152,"Berlin Westkreuz","52.500734,13.283962",2024-08-01T21:20:00+00:00,2024-08-01T21:21:00+00:00,Potsdam-Babelsberg,"52.391353,13.093049",2024-08-01T21:40:00+00:00,2024-08-01T21:40:00+00:00,19,18749,5,"Immer wieder deprimierend von nem Lichtschalter auf ne Taucherbrille umzusteigen",PRIVATE,"S-Bahn Berlin GmbH"
3118650,tram,"STR 99",3469,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-02T17:57:00+00:00,2024-08-02T17:58:00+00:00,"Lange Brücke, Potsdam","52.392306,13.063331",2024-08-02T18:08:00+00:00,2024-08-02T18:10:00+00:00,12,4620,3,"S-Bahn fällt aus, Sichtanschluss auf den Bus 🙄",PRIVATE,
3118792,tram,"STR 96",2757,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2024-08-02T18:20:00+00:00,2024-08-02T18:21:00+00:00,"Platz der Einheit/Nord, Potsdam","52.39921,13.058639",2024-08-02T18:25:00+00:00,2024-08-02T18:26:00+00:00,5,1105,3,,PRIVATE,
3119734,tram,"STR 99",3335,"Rathaus Babelsberg, Potsdam","52.392189,13.091144",2024-08-02T22:05:00+00:00,2024-08-02T22:05:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-02T22:07:00+00:00,2024-08-02T22:08:00+00:00,3,845,3,,PRIVATE,
3123851,tram,"STR 94",243,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-03T14:24:00+00:00,2024-08-03T14:25:00+00:00,"Luisenplatz-Süd/Park Sanssouci, Potsdam","52.398617,13.047717",2024-08-03T14:38:00+00:00,2024-08-03T14:38:00+00:00,13,4469,3,,PRIVATE,
3124599,tram,"STR 91",1859,"Luisenplatz-Süd/Park Sanssouci, Potsdam","52.398617,13.047717",2024-08-03T16:00:00+00:00,2024-08-03T16:01:00+00:00,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2024-08-03T16:09:00+00:00,2024-08-03T16:10:00+00:00,9,1767,3,,PRIVATE,
3126637,bus,"Bus N17",2634,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2024-08-03T23:34:00+00:00,2024-08-03T23:34:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-03T23:43:00+00:00,2024-08-03T23:43:00+00:00,9,3255,3,,PRIVATE,
3142306,bus,"Bus 694",1339,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-06T11:15:00+00:00,2024-08-06T11:15:00+00:00,"Griebnitzsee Bahnhof (S), Potsdam","52.39387,13.128746",2024-08-06T11:22:00+00:00,2024-08-06T11:22:00+00:00,7,1778,1,,PRIVATE,
3142308,bus,"Bus 694",1718,"Griebnitzsee Bahnhof (S), Potsdam","52.39387,13.128746",2024-08-06T14:42:00+00:00,2024-08-06T14:42:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-06T14:48:00+00:00,2024-08-06T14:48:00+00:00,6,1778,1,,PRIVATE,
3142310,suburban,"S 7",73118,Potsdam-Babelsberg,"52.391353,13.093049",2024-08-06T16:00:00+00:00,2024-08-06T16:01:00+00:00,"Potsdam Hbf (S)","52.391713,13.067727",2024-08-06T16:02:00+00:00,2024-08-06T16:03:00+00:00,2,1734,4,,PRIVATE,"S-Bahn Berlin GmbH"
3143953,tram,"STR 99",3348,"Humboldtring/Nuthestr., Potsdam","52.397754,13.079044",2024-08-06T20:22:00+00:00,2024-08-06T20:23:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-06T20:27:00+00:00,2024-08-06T20:29:00+00:00,6,1953,3,,PRIVATE,
3149776,tram,"STR 99",4693,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-07T19:17:00+00:00,2024-08-07T19:18:00+00:00,"Platz der Einheit/Bildungsforum, Potsdam","52.397556,13.059214",2024-08-07T19:26:00+00:00,2024-08-07T19:27:00+00:00,9,3848,3,,PRIVATE,
3155044,bus,"Bus 694",2611,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-08T16:27:00+00:00,2024-08-08T16:28:00+00:00,"Hauptbahnhof Nord (S), Potsdam","52.392747,13.066963",2024-08-08T16:39:00+00:00,2024-08-08T16:40:00+00:00,12,3021,3,,PRIVATE,
3155623,tram,"STR 99",4585,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2024-08-08T18:14:00+00:00,2024-08-08T18:14:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-08T18:27:00+00:00,2024-08-08T18:29:00+00:00,15,4882,3,,PRIVATE,
3157794,tram,"STR 94",334,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-09T09:04:00+00:00,2024-08-09T09:04:00+00:00,"Platz der Einheit/West, Potsdam","52.398832,13.057928",2024-08-09T09:16:00+00:00,2024-08-09T09:17:00+00:00,13,4062,3,,PRIVATE,
3158094,suburban,"S 1",1098,"Potsdam Hbf (S)","52.391713,13.067727",2024-08-09T10:01:00+00:00,2024-08-09T10:02:00+00:00,"Potsdam Griebnitzsee (S)","52.394392,13.128638",2024-08-09T10:07:00+00:00,2024-08-09T10:09:00+00:00,7,4172,4,"Es ist mal wieder S1-in-Potsdam-Zeit",PRIVATE,"S-Bahn Berlin GmbH"
3167249,suburban,"S 1",1125,Potsdam-Babelsberg,"52.391353,13.093049",2024-08-10T16:00:00+00:00,2024-08-10T16:04:00+00:00,"Potsdam Hbf (S)","52.391713,13.067727",2024-08-10T16:02:00+00:00,2024-08-10T16:05:00+00:00,1,1734,4,,PRIVATE,"S-Bahn Berlin GmbH"
3167839,suburban,"S 1",1142,"Potsdam Hbf (S)","52.391713,13.067727",2024-08-10T17:21:00+00:00,2024-08-10T17:22:00+00:00,Potsdam-Babelsberg,"52.391353,13.093049",2024-08-10T17:24:00+00:00,2024-08-10T17:25:00+00:00,3,1734,4,,PRIVATE,"S-Bahn Berlin GmbH"
3167868,tram,"STR 94",344,"Babelsberg (S)/Wattstr., Potsdam","52.391623,13.094335",2024-08-10T17:27:00+00:00,2024-08-10T17:28:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-10T17:29:00+00:00,2024-08-10T17:30:00+00:00,2,614,3,,PRIVATE,
3172714,suburban,"S 1",1119,Potsdam-Babelsberg,"52.391353,13.093049",2024-08-11T15:00:00+00:00,2024-08-11T15:03:00+00:00,"Potsdam Hbf (S)","52.391713,13.067727",2024-08-11T15:02:00+00:00,2024-08-11T15:05:00+00:00,2,1734,4,,PRIVATE,"S-Bahn Berlin GmbH"
3173303,suburban,"S 1",1136,"Potsdam Hbf (S)","52.391713,13.067727",2024-08-11T16:21:00+00:00,2024-08-11T16:22:00+00:00,Potsdam-Babelsberg,"52.391353,13.093049",2024-08-11T16:24:00+00:00,2024-08-11T16:24:00+00:00,2,1734,4,,PRIVATE,"S-Bahn Berlin GmbH"
3173311,tram,"STR 94",347,"Babelsberg (S)/Wattstr., Potsdam","52.391623,13.094335",2024-08-11T16:27:00+00:00,2024-08-11T16:28:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-11T16:29:00+00:00,2024-08-11T16:30:00+00:00,2,614,3,,PRIVATE,
3174284,suburban,"S 1",1147,"Potsdam Griebnitzsee (S)","52.394392,13.128638",2024-08-11T19:37:00+00:00,2024-08-11T19:39:00+00:00,"Potsdam Hbf (S)","52.391713,13.067727",2024-08-11T19:42:00+00:00,2024-08-11T19:44:00+00:00,5,4201,4,,PRIVATE,"S-Bahn Berlin GmbH"
3174290,tram,"STR 91",2733,"Hauptbahnhof (S), Potsdam","52.390985,13.065758",2024-08-11T19:52:00+00:00,2024-08-11T19:53:00+00:00,"Dortustr., Potsdam","52.399147,13.053164",2024-08-11T19:58:00+00:00,2024-08-11T19:59:00+00:00,6,1546,3,,PRIVATE,
3174616,tram,"STR 99",4563,"Platz der Einheit/Bildungsforum, Potsdam","52.397556,13.059214",2024-08-11T21:18:00+00:00,2024-08-11T21:19:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-11T21:27:00+00:00,2024-08-11T21:29:00+00:00,10,3848,3,,PRIVATE,
3177244,bus,"Bus 694",1852,"Plantagenstr., Potsdam","52.392396,13.103279",2024-08-12T11:35:00+00:00,2024-08-12T11:36:00+00:00,"Griebnitzsee Bahnhof (S), Potsdam","52.39387,13.128746",2024-08-12T11:42:00+00:00,2024-08-12T11:43:00+00:00,7,1778,3,,PRIVATE,
3177793,suburban,"S 1",1116,"Potsdam Griebnitzsee (S)","52.394392,13.128638",2024-08-12T13:07:00+00:00,2024-08-12T13:09:00+00:00,"Berlin-Wannsee (S)","52.42118,13.179418",2024-08-12T13:12:00+00:00,2024-08-12T13:13:00+00:00,4,5104,4,"Uiiii Jubiläumszug 100 Jahre S-Bahn Berlin",PRIVATE,"S-Bahn Berlin GmbH"
3177887,suburban,"S 7",73575,"Berlin-Wannsee (S)","52.42118,13.179418",2024-08-12T13:17:00+00:00,2024-08-12T13:18:00+00:00,"Berlin Westkreuz","52.500734,13.283962",2024-08-12T13:29:00+00:00,2024-08-12T13:29:00+00:00,11,11637,5,,PRIVATE,"S-Bahn Berlin GmbH"
3177939,suburban,"S 42",42661,"Berlin Westkreuz","52.500734,13.283962",2024-08-12T13:32:00+00:00,2024-08-12T13:39:00+00:00,"Berlin Hohenzollerndamm","52.488671,13.300287",2024-08-12T13:35:00+00:00,2024-08-12T13:42:00+00:00,3,1765,4,"omg die Klima ist so gut",PRIVATE,"S-Bahn Berlin GmbH"
3178908,suburban,"S 42",42681,"Berlin Hohenzollerndamm","52.488671,13.300287",2024-08-12T15:16:00+00:00,2024-08-12T15:16:00+00:00,"Berlin Bundesplatz","52.477695,13.329295",2024-08-12T15:19:00+00:00,2024-08-12T15:20:00+00:00,4,2498,4,,PRIVATE,"S-Bahn Berlin GmbH"
3178973,subway,"U 9",18611,"Bundesplatz (S+U), Berlin","52.477713,13.328522",2024-08-12T15:24:00+00:00,2024-08-12T15:24:00+00:00,"Berlin Rathaus Steglitz","52.455833,13.322948",2024-08-12T15:29:00+00:00,2024-08-12T15:29:00+00:00,5,2505,3,,PRIVATE,
3179153,suburban,"S 1",1803,"Berlin Rathaus Steglitz","52.455833,13.322948",2024-08-12T15:44:00+00:00,2024-08-12T15:44:00+00:00,"Potsdam Griebnitzsee (S)","52.394392,13.128638",2024-08-12T16:07:00+00:00,2024-08-12T16:07:00+00:00,23,16454,5,,PRIVATE,"S-Bahn Berlin GmbH"
3184021,ferry,KAT,,"Fährhafen, Sassnitz","54.484483,13.586144",2024-08-13T12:55:00+00:00,2024-08-13T12:55:00+00:00,"Trelleborg Centralstation","55.371574,13.159057",2024-08-13T15:20:00+00:00,2024-08-13T15:20:00+00:00,145,102459,0,"Fäh 🥰",PRIVATE,
3245303,regional,"R 1028",1028,"Karlshamn Station","56.176774,14.867817",2024-08-23T08:21:00+00:00,2024-08-23T08:21:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-08-23T09:12:00+00:00,2024-08-23T09:12:00+00:00,46,49099,11,"Gumminase 🥰 für das authentische DB-Feeling im Ausland gleich mit +14",PRIVATE,"Skånetrafiken Öresundståg"
3283238,regional,"R 1069",1069,"Karlskrona Central","56.166319,15.585255",2024-08-29T07:48:00+00:00,2024-08-29T07:48:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2024-08-29T11:15:00+00:00,2024-08-29T11:15:00+00:00,207,245342,31,Ausflug!,PRIVATE,"Skånetrafiken Öresundståg"
3286925,regional,"R 1124",1124,"Oesterport st","55.692705,12.587613",2024-08-29T17:33:00+00:00,2024-08-29T17:33:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-08-29T21:12:00+00:00,2024-08-29T21:12:00+00:00,219,248049,31,"Mit dem letzten Zug vor dem SEV nach Hause",PRIVATE,"Skånetrafiken Öresundståg"
3302055,regional,"R 1077",1077,"Karlskrona Central","56.166319,15.585255",2024-09-01T08:48:00+00:00,2024-09-01T08:48:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2024-09-01T12:15:00+00:00,2024-09-01T12:15:00+00:00,207,245342,31,"Tåg mot Østerport",PRIVATE,"Skånetrafiken Öresundståg"
3303263,suburban,"S A",14243,"Kopenhagen Hbf","55.672722,12.564618",2024-09-01T12:24:00+00:00,2024-09-01T12:24:00+00:00,"Dybboelsbro st","55.665144,12.559611",2024-09-01T12:26:00+00:00,2024-09-01T12:26:00+00:00,2,899,4,,PRIVATE,"DSB S-tog"
3303844,suburban,"S A",13246,"Dybboelsbro st","55.665144,12.559611",2024-09-01T13:36:00+00:00,2024-09-01T13:36:00+00:00,"Koebenhavn Syd","55.652424,12.516319",2024-09-01T13:42:00+00:00,2024-09-01T13:42:00+00:00,6,3234,4,,PRIVATE,"DSB S-tog"
3305203,regional,"R 1116",1116,"Kopenhagen Hbf","55.672722,12.564618",2024-09-01T16:44:00+00:00,2024-09-01T16:44:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-09-01T20:12:00+00:00,2024-09-01T20:12:00+00:00,208,284086,35,"Und wieder den letzten Zug vorm SEV nehmen",PRIVATE,"Skånetrafiken Öresundståg"
3346329,regional,"R 8628",8628,"Karlskrona Central","56.166319,15.585255",2024-09-08T07:42:00+00:00,2024-09-08T07:42:00+00:00,"Emmaboda station","56.629848,15.534933",2024-09-08T08:25:00+00:00,2024-09-08T08:25:00+00:00,43,52957,12,"Der SEV Richtung Malmö geht mir mittlerweile echt auf den Keks 🫣 dieses WE sogar ganztägig, deshalb mal die andere Richtung erkunden 👀",PRIVATE,
3346511,regional,"R 332",332,"Emmaboda station","56.629848,15.534933",2024-09-08T08:30:00+00:00,2024-09-08T08:30:00+00:00,"Göteborg Central","57.709309,11.973425",2024-09-08T11:55:00+00:00,2024-09-08T11:55:00+00:00,205,294133,36,"SJ Regional 🥰",PRIVATE,SJ
3349706,regional,"R 343",343,"Göteborg Central","57.709309,11.973425",2024-09-08T16:04:00+00:00,2024-09-08T16:04:00+00:00,"Emmaboda station","56.629848,15.534933",2024-09-08T19:28:00+00:00,2024-09-08T19:28:00+00:00,204,294133,36,"Letzte Verbindung des Tages mit 6min Umstieg, in Deutschland würde ich mich das nicht trauen 😂",PRIVATE,SJ
3351120,regional,"R 8673",8673,"Emmaboda station","56.629848,15.534933",2024-09-08T19:34:00+00:00,2024-09-08T19:34:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-09-08T20:16:00+00:00,2024-09-08T20:16:00+00:00,42,52957,12,"Umstieg geglückt",PRIVATE,
3377859,regional,"R 8624",8624,"Karlskrona Central","56.166319,15.585255",2024-09-13T06:42:00+00:00,2024-09-13T06:42:00+00:00,"Emmaboda station","56.629848,15.534933",2024-09-13T07:25:00+00:00,2024-09-13T07:25:00+00:00,43,52957,12,"Auf der Suche nach dem Snabbtåg 👀",PRIVATE,
3378053,regional,"R 1065",1065,"Emmaboda station","56.629848,15.534933",2024-09-13T07:31:00+00:00,2024-09-13T07:31:00+00:00,"Alvesta station","56.898482,14.55688",2024-09-13T08:20:00+00:00,2024-09-13T08:20:00+00:00,49,73838,14,"Tåg mot Köpenhamn H!
Ach warte in die Hauptstadt wollte ich heute ja gar nicht",PRIVATE,"Skånetrafiken Öresundståg"
3378316,nationalExpress,"X2 530",530,"Alvesta station","56.898482,14.55688",2024-09-13T08:28:00+00:00,2024-09-13T08:28:00+00:00,"Stockholm Central","59.33001,18.05763",2024-09-13T11:34:00+00:00,2024-09-13T11:34:00+00:00,186,415692,52,"X2000 Snabbtåg 🥰",PRIVATE,SJ
3388114,regional,"R 43",43,"Farsta Strand station","59.236594,18.10352",2024-09-14T15:09:00+00:00,2024-09-14T15:09:00+00:00,"Stockholm City Station","59.330271,18.059778",2024-09-14T15:24:00+00:00,2024-09-14T15:24:00+00:00,15,14050,8,"Pendeltåg 🥰",PRIVATE,"Stockholm Transport"
3389014,regionalExp,"CAT 7858",7858,"Stockholm Central","59.33001,18.05763",2024-09-14T17:05:00+00:00,2024-09-14T17:05:00+00:00,"Arlanda Norra","59.651473,17.930927",2024-09-14T17:25:00+00:00,2024-09-14T17:25:00+00:00,20,39089,12,Miau!,PRIVATE,
3389422,regionalExp,"CAT 7963",7963,"Arlanda Norra","59.651473,17.930927",2024-09-14T17:50:00+00:00,2024-09-14T17:50:00+00:00,"Stockholm Central","59.33001,18.05763",2024-09-14T18:10:00+00:00,2024-09-14T18:10:00+00:00,20,39089,12,,PRIVATE,
3410574,regional,"R 928",928,"Stockholm Central","59.33001,18.05763",2024-09-18T09:11:00+00:00,2024-09-18T09:11:00+00:00,"Uppsala Central","59.858099,17.646751",2024-09-18T09:49:00+00:00,2024-09-18T09:49:00+00:00,38,70231,14,"Uppsala, wie bin ich denn in dem Zug gelandet? Aber Mälartåg 🥰🥰🥰",PRIVATE,"Mälardalstrafik MÄLAB AB"
3411344,regional,"R 941",941,"Uppsala Central","59.858099,17.646751",2024-09-18T11:10:00+00:00,2024-09-18T11:10:00+00:00,"Stockholm Central","59.33001,18.05763",2024-09-18T11:47:00+00:00,2024-09-18T11:47:00+00:00,37,70231,14,,PRIVATE,"Mälardalstrafik MÄLAB AB"
3413718,nationalExpress,"X2 543",543,"Stockholm Central","59.33001,18.05763",2024-09-18T15:21:00+00:00,2024-09-18T15:21:00+00:00,"Alvesta station","56.898482,14.55688",2024-09-18T18:24:00+00:00,2024-09-18T18:24:00+00:00,257,415684,1,"+41 wegen verspäteter Bereitstellung. Die geplante Verbindung war die letzte des Tages, hoffentlich komme ich noch auf anderem Wege nach Hause...",PRIVATE,SJ
3415099,taxi,FGR,,"Alvesta station","56.898482,14.55688",2024-09-18T20:40:00+00:00,2024-09-18T20:40:00+00:00,"Karlskrona C","56.166319,15.585255",2024-09-18T22:30:00+00:00,2024-09-18T22:30:00+00:00,110,103092,0,"Erstes Mal FGR-Taxi ✔️ auch wenn SJ sich geweigert hat für mich ein Taxi mitzubestellen",PRIVATE,
3431439,regional,"R 1077",1077,"Karlskrona Central","56.166319,15.585255",2024-09-21T08:48:00+00:00,2024-09-21T08:48:00+00:00,"Hässleholm Central","56.158517,13.763923",2024-09-21T10:45:00+00:00,2024-09-21T10:45:00+00:00,117,130515,20,Ausflug!,PRIVATE,"Skånetrafiken Öresundståg"
3432681,regional,"R 1821",1821,"Hässleholm Central","56.158517,13.763923",2024-09-21T11:37:00+00:00,2024-09-21T11:37:00+00:00,"Helsingborg Central","56.043689,12.69507",2024-09-21T12:40:00+00:00,2024-09-21T12:40:00+00:00,63,74007,14,"Ist das der direkte Weg nach Malmö?",PRIVATE,Skånetrafiken
3434191,regional,"R 1107",1107,"Helsingborg Central","56.043689,12.69507",2024-09-21T14:35:00+00:00,2024-09-21T14:35:00+00:00,"Malmö Central","55.609231,13.00126",2024-09-21T15:18:00+00:00,2024-09-21T15:18:00+00:00,43,69072,13,"Information zu Julian nach Malmö: heute circa 60 Minuten später. Grund dafür ist die unerwartete Schönheit von Helsingborg.",PRIVATE,"Skånetrafiken Öresundståg"
3436294,regional,"R 1483",1483,"Malmö Central","55.609231,13.00126",2024-09-21T18:46:00+00:00,2024-09-21T18:46:00+00:00,"Malmö Central","55.609231,13.00126",2024-09-21T19:11:00+00:00,2024-09-21T19:11:00+00:00,25,16852,8,"Können wir Ringbahn haben? Wir haben noch Ringbahn zuhause. Ringbahn zuhause:",PRIVATE,Skånetrafiken
3436438,regional,"R 1132",1132,"Malmö Central","55.609231,13.00126",2024-09-21T19:27:00+00:00,2024-09-21T19:27:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-09-21T22:12:00+00:00,2024-09-21T22:12:00+00:00,165,208376,27,"Tågbyte vid Hässleholm 😒",PRIVATE,"Skånetrafiken Öresundståg"
3438782,regional,"R 1085",1085,"Karlskrona Central","56.166319,15.585255",2024-09-22T09:48:00+00:00,2024-09-22T09:48:00+00:00,"Malmö Central","55.609231,13.00126",2024-09-22T12:33:00+00:00,2024-09-22T12:33:00+00:00,165,208376,27,"Ich habe möglicherweise gestern eine Museumsstraßenbahn entdeckt die nur noch dieses WE Saison hat. Da muss man dann wohl nochmal hinfahren 🙃",PRIVATE,"Skånetrafiken Öresundståg"
3441739,regional,"R 1777",1777,"Malmö Central","55.609231,13.00126",2024-09-22T16:23:00+00:00,2024-09-22T16:23:00+00:00,"Trelleborg Centralstation","55.371574,13.159057",2024-09-22T16:54:00+00:00,2024-09-22T16:54:00+00:00,31,30962,10,,PRIVATE,Skånetrafiken
3442705,regional,"R 1132",1132,"Malmö Central","55.609231,13.00126",2024-09-22T19:27:00+00:00,2024-09-22T19:27:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-09-22T22:12:00+00:00,2024-09-22T22:12:00+00:00,152,208376,27,"+20 wegen ""Incident""",PRIVATE,"Skånetrafiken Öresundståg"
3457959,regional,"R 1061",1061,"Karlskrona Central","56.166319,15.585255",2024-09-25T06:48:00+00:00,2024-09-25T06:48:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2024-09-25T10:15:00+00:00,2024-09-25T10:15:00+00:00,220,245342,31,"Züge gucken!",PRIVATE,"Skånetrafiken Öresundståg"
3459124,suburban,"S A",12237,"Kopenhagen Hbf","55.672722,12.564618",2024-09-25T10:34:00+00:00,2024-09-25T10:34:00+00:00,"Dybboelsbro st","55.665144,12.559611",2024-09-25T10:36:00+00:00,2024-09-25T10:36:00+00:00,2,899,4,Mittagessen,PRIVATE,"DSB S-tog"
3459270,suburban,"S A",12139,"Dybboelsbro st","55.665144,12.559611",2024-09-25T10:59:00+00:00,2024-09-25T10:59:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2024-09-25T11:02:00+00:00,2024-09-25T11:02:00+00:00,3,899,4,,PRIVATE,"DSB S-tog"
3459363,national,"EC 397",397,"Kopenhagen Hbf","55.672722,12.564618",2024-09-25T11:14:00+00:00,2024-09-25T11:14:00+00:00,"Hamburg Hbf","53.553533,10.00636",2024-09-25T16:06:00+00:00,2024-09-25T16:06:00+00:00,292,501249,59,"Zum ersten Mal mit den DB-Wagen über die Grenze 👀",PRIVATE,"Dänische Staatsbahnen"
3462150,nationalExpress,"ICE 699",699,"Hamburg Hbf","53.553533,10.00636",2024-09-25T16:48:00+00:00,2024-09-25T16:53:00+00:00,Berlin-Spandau,"52.533787,13.200947",2024-09-25T19:10:00+00:00,2024-09-25T19:18:00+00:00,145,286952,39,,PRIVATE,"DB Fernverkehr"
3463014,regional,"RB 21",18275,Berlin-Spandau,"52.533787,13.200947",2024-09-25T19:30:00+00:00,2024-09-25T19:30:00+00:00,"Potsdam Hbf","52.391551,13.066711",2024-09-25T20:23:00+00:00,2024-09-25T20:23:00+00:00,53,43921,11,,PRIVATE,"DB Regio Nordost"
3463166,suburban,"S 7",7155,"Potsdam Hbf (S)","52.391713,13.067727",2024-09-25T20:41:00+00:00,2024-09-25T20:42:00+00:00,Potsdam-Babelsberg,"52.391353,13.093049",2024-09-25T20:44:00+00:00,2024-09-25T20:44:00+00:00,2,1734,4,"Man sollte vlt vorher checken ob man nen sinnvollen Anschluss hat 🫣",PRIVATE,"S-Bahn Berlin GmbH"
3465533,suburban,"S 7",7087,Potsdam-Babelsberg,"52.391353,13.093049",2024-09-26T09:24:00+00:00,2024-09-26T09:25:00+00:00,"Berlin Westkreuz","52.500734,13.283962",2024-09-26T09:44:00+00:00,2024-09-26T09:45:00+00:00,20,18701,5,"Züge gucken!",PRIVATE,"S-Bahn Berlin GmbH"
3465694,suburban,"S 5",5556,"Berlin Westkreuz","52.500734,13.283962",2024-09-26T09:57:00+00:00,2024-09-26T09:58:00+00:00,"Berlin Messe Süd (Eichkamp)","52.498756,13.269921",2024-09-26T09:59:00+00:00,2024-09-26T09:59:00+00:00,1,1227,4,"Information zu Julian nach Innotrans: heute circa zehn Minuten später. Grund dafür ist das Warten auf Anschlussreisende (@E_Schlumpf @laugengebaeck)",PRIVATE,"S-Bahn Berlin GmbH"
3469076,suburban,"S 42",42199,"Berlin Messe Nord/ZOB (Witzleben)","52.507539,13.28345",2024-09-26T17:15:00+00:00,2024-09-26T17:16:00+00:00,"Berlin Westkreuz","52.500734,13.283962",2024-09-26T17:17:00+00:00,2024-09-26T17:17:00+00:00,1,856,4,,PRIVATE,"S-Bahn Berlin GmbH"
3469080,suburban,"S 5",5605,"Berlin Westkreuz","52.500734,13.283962",2024-09-26T17:17:00+00:00,2024-09-26T17:18:00+00:00,"Berlin Savignyplatz","52.505193,13.319362",2024-09-26T17:21:00+00:00,2024-09-26T17:22:00+00:00,4,3085,4,,PRIVATE,"S-Bahn Berlin GmbH"
